id1,category,details,pnr,startTime,endTime,status,staffId,ticket id, ticketDetails,feedback,rating,sentiment,metadata,media
139,unhygenic_compartment,The compartment had garbage on the floor and smelled.,3939393939,2024-10-25 10:00:00,2024-10-25 11:30:00,completed,staff139,,,"The compartment was cleaned, but the smell lingered.",3,0.5044827778807951,image139.jpg,video139.mp4
141,management,The station was overcrowded with no proper directions.,4141414141,2024-10-27 12:00:00,2024-10-27 13:30:00,completed,staff141,,,Lack of staff and directions made it hard to navigate.,2,0.6017760851922193,image141.jpg,video141.mp4
142,violence,A passenger was loudly arguing with the train staff.,4242424242,2024-10-28 14:00:00,2024-10-28 15:30:00,completed,staff142,,,"The argument was settled, but it was uncomfortable for others.",3,0.2597852521645332,image142.jpg,video142.mp4
143,damage_window,The train window was not closing properly and cold air was coming in.,4343434343,2024-10-29 13:30:00,2024-10-29 15:00:00,completed,staff143,,,"The window was fixed, but it was cold before.",3,0.3186199201613608,image143.jpg,video143.mp4
144,Electricity,The lights in my compartment were not working.,4444444444,2024-10-30 11:00:00,2024-10-30 12:30:00,completed,staff144,,,"The issue was fixed, but the lights were out for too long.",3,0.5573266518760387,image144.jpg,video144.mp4
145,unhygenic_toilet,The toilet had no water and was very dirty.,4545454545,2024-10-31 08:30:00,2024-10-31 10:00:00,completed,staff145,,,The toilet was cleaned and water was restored.,4,0.6212549164602131,image145.jpg,video145.mp4
146,food,The food served was cold and lacked flavor.,4646464646,2024-11-01 14:00:00,2024-11-01 15:30:00,completed,staff146,,,"The food was replaced, but the quality was still poor.",2,0.4628693968460999,image146.jpg,video146.mp4
147,unhygenic_compartment,The compartment had a bad odor and was not clean.,4747474747,2024-11-02 16:00:00,2024-11-02 17:30:00,completed,staff147,,,"The compartment was cleaned, but the smell was still there.",3,0.4702446379651824,image147.jpg,video147.mp4
148,management,The train was delayed for over an hour and there was no information provided.,4848484848,2024-11-03 12:00:00,2024-11-03 13:30:00,completed,staff148,,,The delay was inconvenient and there was no explanation given.,2,0.1488936023433758,image148.jpg,video148.mp4
149,violence,A passenger was caught fighting with another passenger.,4949494949,2024-11-04 13:30:00,2024-11-04 15:00:00,completed,staff149,,,"The situation was handled, but it was uncomfortable for others.",3,0.5665393779272938,image149.jpg,video149.mp4
150,damage_seat,The seat cushion was missing and the seat was hard.,5050505050,2024-11-05 09:00:00,2024-11-05 10:30:00,completed,staff150,,,"The seat was replaced, but it was uncomfortable before.",3,0.3331162538640416,image150.jpg,video150.mp4
151,unhygenic_toilet,The washbasin was leaking and had no soap.,5151515151,2024-11-06 11:00:00,2024-11-06 12:30:00,completed,staff151,,,"The washbasin was fixed, and soap was provided after the complaint.",4,0.6072767976792186,image151.jpg,video151.mp4
153,management,The station was extremely crowded and had no seating.,5353535353,2024-11-08 16:30:00,2024-11-08 18:00:00,completed,staff153,,,The lack of seating made it uncomfortable to wait.,2,0.2178383475527986,image153.jpg,video153.mp4
154,violence,A passenger was causing trouble by shouting at staff.,5454545454,2024-11-09 10:00:00,2024-11-09 11:30:00,completed,staff154,,,"The situation was resolved, but it was uncomfortable for everyone.",3,0.6658310088059526,image154.jpg,video154.mp4
155,damage_window,The window was broken and could not be opened.,5555555555,2024-11-10 14:00:00,2024-11-10 15:30:00,completed,staff155,,,"The window was fixed, but it was inconvenient before.",3,0.3439739732021277,image155.jpg,video155.mp4
156,Electricity,The lights in my compartment were flickering.,5656565656,2024-11-11 12:30:00,2024-11-11 14:00:00,completed,staff156,,,"The lights were fixed, but they flickered for a long time.",3,0.5019299299123302,image156.jpg,video156.mp4
157,unhygenic_toilet,The toilet was clogged and had a bad smell.,5757575757,2024-11-12 09:00:00,2024-11-12 10:30:00,completed,staff157,,,"The toilet was fixed and cleaned, but it was unpleasant before.",3,0.4870044231955782,image157.jpg,video157.mp4
158,food,The food served was not cooked properly.,5858585858,2024-11-13 11:00:00,2024-11-13 12:30:00,completed,staff158,,,"The food was replaced, but it was still not satisfactory.",2,0.4984286335713371,image158.jpg,video158.mp4
159,unhygenic_compartment,The compartment had dirt on the floor and was not cleaned properly.,5959595959,2024-11-14 10:00:00,2024-11-14 11:30:00,completed,staff159,,,"The compartment was cleaned, but the cleanliness was still lacking.",3,0.7341419132351743,image159.jpg,video159.mp4
161,damage_seat,The seat was broken and could not recline.,6161616161,2024-11-16 10:00:00,2024-11-16 11:30:00,completed,staff161,,,"The seat was replaced, but the initial inconvenience was high.",3,0.3882492855372437,image161.jpg,video161.mp4
162,management,The train was delayed by 2 hours and there was no announcement.,6262626262,2024-11-17 14:30:00,2024-11-17 16:00:00,completed,staff162,,,The delay was frustrating with no information provided.,2,0.2679068177639439,image162.jpg,video162.mp4
164,violence,A passenger was involved in a fight with another person.,6464646464,2024-11-19 15:00:00,2024-11-19 16:30:00,completed,staff164,,,"The situation was handled, but it was disturbing.",3,0.6604575309469942,image164.jpg,video164.mp4
165,unhygenic_toilet,The toilet had a foul odor and was not cleaned.,6565656565,2024-11-20 08:00:00,2024-11-20 09:30:00,completed,staff165,,,"The toilet was cleaned, but the smell lingered.",3,0.5168876600073017,image165.jpg,video165.mp4
166,unhygenic_toilet,The washbasin was dirty and had no soap or water.,6666666666,2024-11-21 10:30:00,2024-11-21 12:00:00,completed,staff166,,,The washbasin was cleaned and soap was provided.,4,0.662107982116453,image166.jpg,video166.mp4
167,Electricity,The lights in my compartment kept flickering throughout the journey.,6767676767,2024-11-22 16:00:00,2024-11-22 17:30:00,completed,staff167,,,"The lights were fixed, but the flickering lasted too long.",3,0.4973689408401821,image167.jpg,video167.mp4
168,damage_window,The window had a crack and could not be fully closed.,6868686868,2024-11-23 09:00:00,2024-11-23 10:30:00,completed,staff168,,,"The window was fixed, but it was uncomfortable during the ride.",3,0.2573055080762767,image168.jpg,video168.mp4
169,management,There were no clear instructions on how to board the train at the station.,6969696969,2024-11-24 17:30:00,2024-11-24 19:00:00,completed,staff169,,,The lack of instructions made the experience confusing.,2,0.5403733227569866,image169.jpg,video169.mp4
170,food,The food served was stale and unappetizing.,7070707070,2024-11-25 11:30:00,2024-11-25 13:00:00,completed,staff170,,,"The food was replaced, but it was still below expectations.",2,0.7090910909499111,image170.jpg,video170.mp4
172,unhygenic_compartment,The compartment had trash all over the floor.,7272727272,2024-11-27 14:00:00,2024-11-27 15:30:00,completed,staff172,,,"The compartment was cleaned, but it was uncomfortable initially.",3,0.3239371002605072,image172.jpg,video172.mp4
173,violence,A passenger was creating trouble by loudly arguing with staff.,7373737373,2024-11-28 11:30:00,2024-11-28 13:00:00,completed,staff173,,,"The argument was resolved, but it was uncomfortable for others.",3,0.2691033530199327,image173.jpg,video173.mp4
174,damage_seat,The seat was broken and uncomfortable to sit on.,7474747474,2024-11-29 08:30:00,2024-11-29 10:00:00,completed,staff174,,,"The seat was replaced, but the initial experience was bad.",3,0.4399590619497678,image174.jpg,video174.mp4
175,management,The station was overcrowded and had no seating arrangements.,7575757575,2024-11-30 13:30:00,2024-11-30 15:00:00,completed,staff175,,,"It was difficult to find a place to sit, and no one was assisting.",2,0.5198391544608953,image175.jpg,video175.mp4
176,Electricity,"The AC was not working properly, making the compartment too hot.",7676767676,2024-12-01 14:00:00,2024-12-01 15:30:00,completed,staff176,,,"The AC was fixed, but it was uncomfortably warm before.",3,0.5163908686538368,image176.jpg,video176.mp4
177,unhygenic_toilet,The toilet was dirty and the flush was not working.,7777777777,2024-12-02 16:30:00,2024-12-02 18:00:00,completed,staff177,,,"The toilet was cleaned, but the flush still didn't work.",2,0.5318008751686946,image177.jpg,video177.mp4
178,food,The food was undercooked and not safe to eat.,7878787878,2024-12-03 11:00:00,2024-12-03 12:30:00,completed,staff178,,,"The food was replaced, but it was still not up to the mark.",2,0.4437024064105969,image178.jpg,video178.mp4
179,management,There was no clear signage or guidance for passengers in the station.,7979797979,2024-12-04 12:00:00,2024-12-04 13:30:00,completed,staff179,,,The confusion could have been avoided with better signage.,2,0.2087128755442896,image179.jpg,video179.mp4
181,violence,A passenger was harassing others in the compartment.,8181818181,2024-12-06 09:30:00,2024-12-06 11:00:00,completed,staff181,,,"The situation was resolved, but it was uncomfortable for others.",3,0.5579102820231018,image181.jpg,video181.mp4
182,damage_window,The window was cracked and could not be fully closed.,8282828282,2024-12-07 11:00:00,2024-12-07 12:30:00,completed,staff182,,,"The window was fixed, but it was cold during the ride.",3,0.2696800137612404,image182.jpg,video182.mp4
183,unhygenic_compartment,The compartment had an unpleasant smell and was dirty.,8383838383,2024-12-08 14:00:00,2024-12-08 15:30:00,completed,staff183,,,"The compartment was cleaned, but the smell was still there.",3,0.4702446379651824,image183.jpg,video183.mp4
184,management,The train was overcrowded and there was no social distancing maintained.,8484848484,2024-12-09 12:30:00,2024-12-09 14:00:00,completed,staff184,,,The overcrowding made the ride uncomfortable.,2,0.2090954083859581,image184.jpg,video184.mp4
185,violence,A passenger was misbehaving with the train staff.,8585858585,2024-12-10 10:00:00,2024-12-10 11:30:00,completed,staff185,,,"The situation was resolved, but it was unpleasant for everyone.",3,0.6520751802305769,image185.jpg,video185.mp4
187,Electricity,The air conditioning was not functioning properly and it was too hot.,8787878787,2024-12-12 12:00:00,2024-12-12 13:30:00,completed,staff187,,,"The AC was fixed, but it was uncomfortable before.",3,0.3298438812169448,image187.jpg,video187.mp4
188,unhygenic_toilet,The toilet was not flushed properly and smelled bad.,8888888888,2024-12-13 13:30:00,2024-12-13 15:00:00,completed,staff188,,,"The toilet was cleaned, but the smell lingered.",3,0.5168876600073017,image188.jpg,video188.mp4
189,food,The food was served cold and tasted bad.,8989898989,2024-12-14 09:30:00,2024-12-14 11:00:00,completed,staff189,,,"The food was replaced, but it still wasn't very good.",2,0.8096126448992443,image189.jpg,video189.mp4
190,damage_seat,The seat was not reclining and was uncomfortable.,9090909090,2024-12-15 10:00:00,2024-12-15 11:30:00,completed,staff190,,,"The seat was fixed, but it took too long to resolve.",3,0.369901818199839,image190.jpg,video190.mp4
191,management,There was no water available in the train during the journey.,9191919191,2024-12-16 14:30:00,2024-12-16 16:00:00,completed,staff191,,,"The water issue was resolved, but it was uncomfortable before.",3,0.3356602406295417,image191.jpg,video191.mp4
193,unhygenic_compartment,The compartment was full of trash and had a bad odor.,9393939393,2024-12-18 08:30:00,2024-12-18 10:00:00,completed,staff193,,,"The compartment was cleaned, but the smell lingered for a while.",3,0.3756068558061962,image193.jpg,video193.mp4
194,violence,A passenger was causing trouble by shouting at others.,9494949494,2024-12-19 11:00:00,2024-12-19 12:30:00,completed,staff194,,,"The issue was resolved, but it was disruptive to the journey.",3,0.4930327743455952,image194.jpg,video194.mp4
195,Electricity,The air conditioning was not cooling properly and made it unbearable.,9595959595,2024-12-20 13:30:00,2024-12-20 15:00:00,completed,staff195,,,"The AC issue was fixed, but it took too long to resolve.",3,0.4619124351813319,image195.jpg,video195.mp4
196,damage_seat,The seat cushion was damaged and uncomfortable.,9696969696,2024-12-21 09:00:00,2024-12-21 10:30:00,completed,staff196,,,"The seat was replaced, but the initial discomfort was too much.",3,0.4094438723010991,image196.jpg,video196.mp4
197,management,The station was overcrowded with no place to sit.,9797979797,2024-12-22 14:30:00,2024-12-22 16:00:00,completed,staff197,,,"It was difficult to find space, and the staff was not assisting.",2,0.6158229573229087,image197.jpg,video197.mp4
199,unhygenic_toilet,The toilet was not flushed and was dirty.,9999999999,2024-12-24 15:30:00,2024-12-24 17:00:00,completed,staff199,,,"The toilet was cleaned, but the flush still didn’t work properly.",2,0.5504149283503766,image199.jpg,video199.mp4
200,food,The food served was too spicy and not edible.,10000000000,2024-12-25 13:00:00,2024-12-25 14:30:00,completed,staff200,,,"The food was replaced, but it was still too spicy for my taste.",2,0.5235303056415667,image200.jpg,video200.mp4
201,management,"The train was running late, and there was no announcement at the station.",10101010101,2024-12-26 08:00:00,2024-12-26 09:30:00,completed,staff201,,,The delay was frustrating and there was no clear information provided.,2,0.3330277030707088,image201.jpg,video201.mp4
202,violence,A passenger was arguing loudly with another person in the train.,10202020202,2024-12-27 10:00:00,2024-12-27 11:30:00,completed,staff202,,,"The issue was handled, but it was disturbing for everyone.",3,0.6157505985466443,image202.jpg,video202.mp4
